### DATA:
#
# 2293
#      Q             I(Q)           Error     
5.04051041E-01  2.96821171E+06  7.42569052E+05
5.04369557E-01  2.94187687E+06  7.39688525E+05
5.04688073E-01  1.50967537E+06  7.37225891E+05
5.05006588E-01  1.51251937E+06  7.36112912E+05
5.05325104E-01  2.11594143E+06  7.35374121E+05
5.05643620E-01  2.53738083E+06  7.41247035E+05
5.05962135E-01  1.87515686E+06  7.38157164E+05
5.06280651E-01  2.09153802E+06  7.30384690E+05
5.06599167E-01  9.15722065E+05  7.30516955E+05
5.06917682E-01  1.21560791E+06  7.32110000E+05
5.07236198E-01  1.80699725E+06  7.37866440E+05
5.07554714E-01  2.32141975E+06  7.27770722E+05
5.07873229E-01  1.68002127E+06  7.34190032E+05
5.08191745E-01  2.07913351E+06  7.36623342E+05
5.08510261E-01  1.60774291E+06  7.31655125E+05
5.08828776E-01  2.28211547E+06  7.35420256E+05
5.09147292E-01  4.23241882E+06  7.38739655E+05
5.09465808E-01  1.03136066E+06  7.31304127E+05
5.09784323E-01  1.30426947E+06  7.34351237E+05
5.10102839E-01  2.70629264E+06  7.33754943E+05
5.10421355E-01  1.09972306E+06  7.26848292E+05
5.10739870E-01  1.71433766E+06  7.30244932E+05
5.11058386E-01  1.81811737E+06  7.34154944E+05
5.11376902E-01  1.79486315E+06  7.34242431E+05
5.11695417E-01  1.05313252E+06  7.22561689E+05
5.12013933E-01  1.31381549E+06  7.31375883E+05
5.12332449E-01  2.38377063E+06  7.34791754E+05
5.12650964E-01  1.82996660E+06  7.28058039E+05
5.12969480E-01  1.39453412E+06  7.28006900E+05
5.13287996E-01  6.62021163E+05  7.23499623E+05
5.13606511E-01  2.16637548E+06  7.36151701E+05
5.13925027E-01  2.22605618E+06  7.32685832E+05
5.14243543E-01  1.70508136E+06  7.24742464E+05
5.14562058E-01  1.20871759E+06  7.29115437E+05
5.14880574E-01  2.46136519E+06  7.26689966E+05
5.15199090E-01  3.36531529E+06  7.39017334E+05
5.15517605E-01  2.04722655E+06  7.29579726E+05
5.15836121E-01  2.18582966E+06  7.27204180E+05
5.16154637E-01  1.46904324E+06  7.31619436E+05
5.16473152E-01  1.17488404E+06  7.29036213E+05
5.16791668E-01  2.75370404E+06  7.29014979E+05
5.17110184E-01  1.89848834E+06  7.30294796E+05
5.17428699E-01  2.48810079E+06  7.26647661E+05
5.17747215E-01  3.75770620E+06  7.34874802E+05
5.18065731E-01  3.18709404E+06  7.29572407E+05
5.18384246E-01  1.83556770E+06  7.31196520E+05
5.18702762E-01  2.17653472E+06  7.31287923E+05
5.19021278E-01  1.84174823E+06  7.25066942E+05
5.19339793E-01  1.45285799E+06  7.23776760E+05
5.19658309E-01  2.23255055E+06  7.30146185E+05
5.19976825E-01  1.14807601E+06  7.28345638E+05
5.20295340E-01  9.40188253E+05  7.32607770E+05
5.20613856E-01  2.60297165E+06  7.29470727E+05
5.20932372E-01  2.21822912E+06  7.29871891E+05
5.21250887E-01  2.13625024E+06  7.29009960E+05
5.21569403E-01  2.48726062E+06  7.30095006E+05
5.21887919E-01  1.77261809E+06  7.28640491E+05
5.22206434E-01  2.55112283E+06  7.28300199E+05
5.22524950E-01  2.05507291E+06  7.28444164E+05
5.22843466E-01  1.55158705E+06  7.31910038E+05
5.23161981E-01  1.72191846E+06  7.19076537E+05
5.23480497E-01  2.42436896E+06  7.27570063E+05
5.23799013E-01  1.79576608E+06  7.25926424E+05
5.24117528E-01  3.17456883E+05  7.25687884E+05
5.24436044E-01  1.25292766E+06  7.29051017E+05
5.24754560E-01  2.28244864E+06  7.24922380E+05
5.25073075E-01  3.02090070E+06  7.26590578E+05
5.25391591E-01  2.28251141E+06  7.32297563E+05
5.25710107E-01  1.99029811E+06  7.27121312E+05
5.26028622E-01  3.36530563E+06  7.30759979E+05
5.26347138E-01  3.55367644E+06  7.31488566E+05
5.26665654E-01  1.95800486E+06  7.26589804E+05
5.26984169E-01  1.59205501E+06  7.27608352E+05
5.27302685E-01  1.63598984E+06  7.26173482E+05
5.27621201E-01  3.06504316E+06  7.26306379E+05
5.27939716E-01  1.73578601E+06  7.22998777E+05
5.28258232E-01  1.95466352E+06  7.26829894E+05
5.28576748E-01  1.16406812E+06  7.28530111E+05
5.28895263E-01  1.41941072E+06  7.21985514E+05
5.29213779E-01  2.27793879E+06  7.31805571E+05
5.29532295E-01  1.80141064E+06  7.26495677E+05
5.29850810E-01  2.86002838E+06  7.27188018E+05
5.30169326E-01  3.22651421E+06  7.27144531E+05
5.30487842E-01  1.87099466E+06  7.22609667E+05
5.30806357E-01  1.71844675E+06  7.24923832E+05
5.31124873E-01  2.46100788E+06  7.30688773E+05
5.31443389E-01  2.89630034E+06  7.20974168E+05
5.31761904E-01  1.75702674E+06  7.25074141E+05
5.32080420E-01  2.24344856E+06  7.28013878E+05
5.32398936E-01  3.10679068E+06  7.33343564E+05
5.32717451E-01  2.09559398E+06  7.20973947E+05
5.33035967E-01  1.72787204E+06  7.26796829E+05
5.33354483E-01  3.12552540E+06  7.32548103E+05
5.33672998E-01  3.29840627E+06  7.32835269E+05
5.33991514E-01  2.67946047E+06  7.28812865E+05
5.34310030E-01  3.17580010E+06  7.30170838E+05
5.34628545E-01  2.72778928E+06  7.28112061E+05
5.34947061E-01  2.04211795E+06  7.27476060E+05
5.35265577E-01  2.97332997E+06  7.30110541E+05
5.35584092E-01  2.48532921E+06  7.27874640E+05
5.35902608E-01  2.15456006E+06  7.25742239E+05
5.36221124E-01  2.82852219E+06  7.21942849E+05
5.36539639E-01  2.42116763E+06  7.27108959E+05
5.36858155E-01  1.64288500E+06  7.23603284E+05
5.37176671E-01  1.61745310E+06  7.26930836E+05
5.37495186E-01  1.48026958E+06  7.23785535E+05
5.37813702E-01  4.06385466E+06  7.33802484E+05
5.38132218E-01  3.09627413E+06  7.25165886E+05
5.38450733E-01  2.67791534E+06  7.26859405E+05
5.38769249E-01  4.17646576E+06  7.27213648E+05
5.39087765E-01  2.16570914E+06  7.26660377E+05
5.39406280E-01  2.57106952E+06  7.31698252E+05
5.39724796E-01  2.71150745E+06  7.24866461E+05
5.40043312E-01  2.92489009E+06  7.31160417E+05
5.40361827E-01  3.11543375E+06  7.26323346E+05
5.40680343E-01  -1.83407086E+05  7.19881437E+05
5.40998859E-01  3.35100351E+06  7.33097967E+05
5.41317374E-01  2.93333521E+06  7.23092455E+05
5.41635890E-01  2.15990524E+06  7.26896870E+05
5.41954406E-01  2.45737682E+06  7.25737075E+05
5.42272921E-01  2.52168808E+06  7.25018044E+05
5.42591437E-01  2.96973753E+06  7.28398623E+05
5.42909953E-01  2.47926940E+06  7.25501604E+05
5.43228468E-01  2.87064150E+06  7.30215173E+05
5.43546984E-01  3.14916591E+06  7.29792232E+05
5.43865499E-01  2.35670186E+06  7.25353511E+05
5.44184015E-01  2.49623687E+06  7.28804206E+05
5.44502531E-01  2.71154126E+06  7.28630966E+05
5.44821046E-01  1.85357814E+06  7.22109572E+05
5.45139562E-01  3.05450247E+06  7.31185743E+05
5.45458078E-01  3.75306115E+06  7.27718338E+05
5.45776593E-01  2.76344319E+06  7.30628087E+05
5.46095109E-01  2.57926353E+06  7.28250051E+05
5.46413625E-01  3.26432165E+06  7.31231677E+05
5.46732140E-01  2.47363933E+06  7.27861249E+05
5.47050656E-01  2.31758107E+06  7.23242366E+05
5.47369172E-01  1.57201176E+06  7.25186237E+05
5.47687687E-01  3.59992899E+06  7.28451158E+05
5.48006203E-01  2.97762735E+06  7.28170388E+05
5.48324719E-01  3.19573712E+06  7.31719160E+05
5.48643234E-01  2.11737550E+06  7.25112827E+05
5.48961750E-01  2.33053602E+06  7.28148402E+05
5.49280266E-01  4.15801593E+06  7.29765786E+05
5.49598781E-01  2.78922757E+06  7.24960965E+05
5.49917297E-01  2.70950362E+06  7.25320390E+05
5.50235813E-01  2.16321280E+06  7.25530881E+05
5.50554328E-01  2.45118664E+06  7.26732706E+05
5.50872844E-01  2.30046874E+06  7.30217206E+05
5.51191360E-01  2.36968578E+06  7.19030167E+05
5.51509875E-01  4.25675465E+06  7.30823929E+05
5.51828391E-01  2.37753216E+06  7.28676753E+05
5.52146907E-01  1.96309897E+06  7.25180659E+05
5.52465422E-01  3.57609533E+06  7.27645297E+05
5.52783938E-01  2.09626515E+06  7.21223289E+05
5.53102454E-01  9.38271324E+05  7.23765133E+05
5.53420969E-01  3.90632369E+06  7.31818745E+05
5.53739485E-01  2.16009356E+06  7.24036792E+05
5.54058001E-01  2.21349716E+06  7.28669611E+05
5.54376516E-01  2.80506516E+06  7.27883839E+05
5.54695032E-01  4.20131340E+06  7.32637893E+05
5.55013548E-01  1.43176211E+06  7.22961441E+05
5.55332063E-01  1.81590107E+06  7.23063836E+05
5.55650579E-01  2.30093710E+06  7.24616592E+05
5.55969095E-01  2.00538729E+06  7.26250511E+05
5.56287610E-01  3.15126632E+06  7.26188363E+05
5.56606126E-01  2.00126372E+06  7.23403738E+05
5.56924642E-01  2.90257744E+06  7.24696328E+05
5.57243157E-01  3.73064226E+06  7.30424647E+05
5.57561673E-01  3.34546518E+06  7.32308552E+05
5.57880189E-01  2.55527537E+06  7.22606407E+05
5.58198704E-01  3.82637281E+06  7.30860939E+05
5.58517220E-01  3.46935574E+06  7.32242406E+05
5.58835736E-01  3.47972261E+06  7.29011800E+05
5.59154251E-01  1.88855122E+06  7.24468803E+05
5.59472767E-01  3.97538623E+06  7.30766837E+05
5.59791283E-01  3.46183288E+06  7.30784832E+05
5.60109798E-01  2.55027784E+06  7.27863514E+05
5.60428314E-01  3.09491731E+06  7.28535838E+05
5.60746830E-01  3.09829246E+06  7.29929983E+05
5.61065345E-01  3.72395474E+06  7.34771096E+05
5.61383861E-01  3.79986414E+06  7.31213968E+05
5.61702377E-01  2.88305083E+06  7.23687446E+05
5.62020892E-01  1.40450021E+06  7.23525774E+05
5.62339408E-01  2.71236695E+06  7.27416403E+05
5.62657924E-01  2.95129252E+06  7.25909725E+05
5.62976439E-01  2.81615631E+06  7.27037438E+05
5.63294955E-01  2.07134991E+06  7.30716068E+05
5.63613471E-01  2.53250883E+06  7.29242319E+05
5.63931986E-01  2.01855470E+06  7.24623035E+05
5.64250502E-01  3.33602539E+06  7.25403957E+05
5.64569018E-01  2.38413760E+06  7.21709989E+05
5.64887533E-01  2.63566082E+06  7.30464029E+05
5.65206049E-01  2.66159971E+06  7.28679727E+05
5.65524565E-01  2.49058749E+06  7.23555989E+05
5.65843080E-01  2.72747059E+06  7.31533693E+05
5.66161596E-01  2.69977894E+06  7.19415145E+05
5.66480112E-01  3.18396998E+06  7.33077343E+05
5.66798627E-01  1.77731624E+06  7.24238652E+05
5.67117143E-01  3.44190069E+06  7.29857538E+05
5.67435659E-01  2.61665089E+06  7.29194045E+05
5.67754174E-01  2.33401739E+06  7.21335127E+05
5.68072690E-01  2.86674487E+06  7.25505959E+05
5.68391206E-01  2.50928357E+06  7.25132835E+05
5.68709721E-01  3.27644126E+06  7.31200405E+05
5.69028237E-01  4.02276383E+06  7.35321907E+05
5.69346753E-01  2.03274576E+06  7.23885023E+05
5.69665268E-01  3.80047254E+06  7.26439504E+05
5.69983784E-01  3.98444940E+06  7.36633588E+05
5.70302300E-01  2.83077229E+06  7.32522753E+05
5.70620815E-01  2.79575575E+06  7.31107517E+05
5.70939331E-01  3.54746212E+06  7.30383318E+05
5.71257847E-01  2.20993853E+06  7.26232654E+05
5.71576362E-01  2.79344770E+06  7.26084069E+05
5.71894878E-01  2.84357273E+06  7.30530680E+05
5.72213394E-01  2.50454196E+06  7.22945541E+05
5.72531909E-01  2.88329709E+06  7.23410133E+05
5.72850425E-01  4.90403911E+06  7.29298109E+05
5.73168941E-01  2.37885518E+06  7.24725469E+05
5.73487456E-01  2.82894227E+06  7.17836843E+05
5.73805972E-01  2.71143020E+06  7.22367778E+05
5.74124488E-01  3.01838984E+06  7.24425024E+05
5.74443003E-01  3.49946165E+06  7.30167403E+05
5.74761519E-01  3.90500551E+06  7.23364761E+05
5.75080035E-01  3.77908213E+06  7.24751730E+05
5.75398550E-01  1.80095676E+06  7.20404464E+05
5.75717066E-01  3.41925002E+06  7.20699644E+05
5.76035582E-01  3.59618204E+06  7.21225083E+05
5.76354097E-01  2.61895893E+06  7.18686117E+05
5.76672613E-01  3.66107273E+06  7.23329549E+05
5.76991129E-01  2.41189202E+06  7.24553686E+05
5.77309644E-01  3.01114705E+06  7.13322285E+05
5.77628160E-01  3.03552632E+06  7.22246923E+05
5.77946676E-01  3.28845949E+06  7.19020335E+05
5.78265191E-01  2.56204980E+06  7.18183976E+05
5.78583707E-01  2.26970613E+06  7.17024978E+05
5.78902223E-01  3.85737684E+06  7.15712853E+05
5.79220738E-01  1.99973790E+06  7.20115528E+05
5.79539254E-01  2.57976088E+06  7.18875750E+05
5.79857770E-01  3.51773766E+06  7.19214084E+05
5.80176285E-01  2.94310333E+06  7.13906123E+05
5.80494801E-01  2.32436998E+06  7.14567361E+05
5.80813317E-01  1.72439550E+06  7.16464638E+05
5.81131832E-01  1.39627722E+06  7.11539186E+05
5.81450348E-01  1.07264463E+06  7.12754892E+05
5.81768864E-01  2.93917773E+06  7.19215585E+05
5.82087379E-01  1.96497727E+06  7.13555455E+05
5.82405895E-01  3.77207593E+06  7.21735860E+05
5.82724411E-01  1.80999094E+06  7.10013323E+05
5.83042926E-01  3.32670632E+06  7.18075501E+05
5.83361442E-01  1.57163512E+06  7.15802524E+05
5.83679958E-01  3.26011115E+06  7.16692684E+05
5.83998473E-01  2.27022279E+06  7.11924971E+05
5.84316989E-01  1.86266061E+06  7.15153940E+05
5.84635505E-01  2.06511627E+06  7.12408370E+05
5.84954020E-01  2.63744256E+06  7.19043738E+05
5.85272536E-01  1.94070423E+06  7.10348510E+05
5.85591052E-01  2.89154423E+06  7.19635976E+05
5.85909567E-01  2.35757099E+06  7.17988230E+05
5.86228083E-01  2.43321000E+06  7.19473929E+05
5.86546599E-01  2.99573436E+06  7.15011031E+05
5.86865114E-01  2.89560985E+06  7.16183864E+05
5.87183630E-01  3.53433334E+06  7.23408637E+05
5.87502146E-01  3.28343781E+06  7.19305103E+05
5.87820661E-01  2.71230899E+06  7.16044972E+05
5.88139177E-01  3.35829460E+06  7.21952230E+05
5.88457693E-01  3.87025454E+06  7.19227973E+05
5.88776208E-01  3.01051451E+06  7.20053523E+05
5.89094724E-01  9.17455509E+05  7.10717104E+05
5.89413240E-01  2.78060862E+06  7.14900973E+05
5.89731755E-01  2.33737806E+06  7.16877101E+05
5.90050271E-01  2.52201642E+06  7.19046728E+05
5.90368787E-01  3.24040108E+06  7.17317777E+05
5.90687302E-01  2.95197335E+06  7.14867443E+05
5.91005818E-01  3.45363402E+06  7.23938597E+05
5.91324334E-01  2.79338493E+06  7.20190127E+05
5.91642849E-01  2.78650427E+06  7.15822458E+05
5.91961365E-01  1.46908186E+06  7.12906711E+05
5.92279881E-01  2.03845309E+06  7.13521515E+05
5.92598396E-01  4.15598312E+06  7.25068899E+05
5.92916912E-01  1.69319833E+06  7.10368256E+05
5.93235428E-01  3.25582341E+06  7.21171108E+05
5.93553943E-01  3.67909282E+06  7.17745309E+05
5.93872459E-01  1.59913364E+06  7.10572692E+05
5.94190975E-01  2.18099145E+06  7.15377047E+05
5.94509490E-01  2.61533269E+06  7.10590728E+05
5.94828006E-01  3.64188896E+06  7.17692255E+05
5.95146522E-01  2.48074210E+06  7.15013915E+05
5.95465037E-01  1.96522353E+06  7.12822199E+05
5.95783553E-01  3.78976768E+06  7.16645718E+05
5.96102069E-01  1.36714666E+06  7.10109031E+05
5.96420584E-01  1.25931098E+06  7.13746045E+05
5.96739100E-01  2.05015263E+06  7.11746983E+05
5.97057616E-01  2.58762173E+06  7.10752669E+05
5.97376131E-01  2.74414353E+06  7.08832976E+05
5.97694647E-01  3.73894252E+06  7.11200005E+05
5.98013163E-01  3.41905688E+06  7.15957181E+05
5.98331678E-01  2.56058676E+06  7.06960847E+05
5.98650194E-01  3.46983376E+06  7.13906892E+05
5.98968710E-01  1.76470412E+06  7.08627478E+05
5.99287225E-01  4.38651671E+06  7.18914758E+05
5.99605741E-01  3.41476432E+06  7.08337524E+05
5.99924257E-01  2.02061166E+06  7.08186401E+05
6.00242772E-01  3.41839537E+06  7.13460809E+05
6.00561288E-01  2.97436327E+06  7.16606225E+05
6.00879804E-01  3.56906499E+06  7.07611790E+05
6.01198319E-01  1.35652388E+06  7.04353910E+05
6.01516835E-01  2.75008745E+06  7.10380021E+05
6.01835351E-01  2.19874599E+06  7.08868130E+05
6.02153866E-01  2.73452026E+06  7.03329901E+05
6.02472382E-01  2.11528474E+06  7.09924336E+05
6.02790898E-01  2.96283755E+06  7.07820241E+05
6.03109413E-01  3.27785602E+06  7.09858810E+05
6.03427929E-01  1.11439698E+06  6.99962698E+05
6.03746445E-01  1.91266009E+06  7.04386960E+05
6.04064960E-01  2.31651396E+06  7.04684242E+05
6.04383476E-01  1.77412459E+06  7.04753411E+05
6.04701992E-01  2.49801377E+06  7.07958951E+05
6.05020507E-01  2.01598592E+06  7.02677501E+05
6.05339023E-01  2.31650913E+06  7.07874506E+05
6.05657539E-01  1.64664159E+06  7.08016551E+05
6.05976054E-01  1.72572817E+06  7.09015261E+05
6.06294570E-01  3.75482840E+06  7.10530904E+05
6.06613086E-01  3.35722266E+06  7.08779595E+05
6.06931601E-01  3.22465523E+06  7.10973166E+05
6.07250117E-01  2.45332085E+06  7.07099611E+05
6.07568633E-01  3.67960464E+06  7.12638359E+05
6.07887148E-01  3.70700659E+06  7.11621294E+05
6.08205664E-01  2.16775644E+06  7.09535471E+05
6.08524180E-01  1.72596477E+06  7.07708290E+05
6.08842695E-01  2.92358156E+06  7.07449983E+05
6.09161211E-01  2.76539391E+06  7.12640084E+05
6.09479727E-01  2.77831991E+06  7.11155773E+05
6.09798242E-01  3.35264038E+06  7.09773023E+05
6.10116758E-01  3.56389363E+06  7.06920976E+05
6.10435274E-01  2.88754137E+06  7.05668725E+05
6.10753789E-01  3.05270143E+06  7.13341832E+05
6.11072305E-01  3.63378185E+06  7.10861758E+05
6.11390821E-01  2.91586557E+06  7.05513620E+05
6.11709336E-01  3.35403583E+06  7.12535155E+05
6.12027852E-01  3.92112316E+06  7.11343020E+05
6.12346368E-01  2.20649578E+06  7.08441777E+05
6.12664883E-01  5.01825329E+06  7.10039080E+05
6.12983399E-01  3.18549098E+06  7.11539647E+05
6.13301915E-01  2.35906784E+06  7.07464213E+05
6.13620430E-01  2.49883462E+06  7.12489711E+05
6.13938946E-01  1.21169197E+06  7.02080919E+05
6.14257462E-01  1.94370758E+06  7.09092122E+05
6.14575977E-01  3.22741232E+06  7.11736402E+05
6.14894493E-01  3.17686238E+06  7.12645384E+05
6.15213009E-01  3.62944583E+06  7.11036390E+05
6.15531524E-01  3.25315806E+06  7.13161402E+05
6.15850040E-01  3.38381340E+06  7.17824656E+05
6.16168556E-01  4.00875624E+06  7.11795541E+05
6.16487071E-01  2.51589383E+06  7.05159902E+05
6.16805587E-01  2.63401430E+06  7.10522246E+05
6.17124103E-01  2.36915948E+06  7.10723710E+05
6.17442618E-01  4.08695920E+06  7.18700135E+05
6.17761134E-01  3.27301783E+06  7.09997098E+05
6.18079650E-01  2.15104488E+06  7.04812357E+05
6.18398165E-01  2.86494382E+06  7.16716427E+05
6.18716681E-01  8.77624921E+05  7.07148357E+05
6.19035197E-01  3.48986253E+06  7.07594995E+05
6.19353712E-01  2.76168078E+06  7.09080261E+05
6.19672228E-01  7.59031265E+05  7.09461810E+05
6.19990744E-01  3.63524489E+06  7.14216064E+05
6.20309259E-01  2.43853104E+06  7.08074430E+05
6.20627775E-01  2.69159458E+06  7.11678658E+05
6.20946291E-01  3.08750551E+06  7.16648082E+05
6.21264806E-01  2.33269921E+06  7.08623131E+05
6.21583322E-01  2.00387595E+06  7.07754889E+05
6.21901838E-01  2.21358407E+06  7.07174071E+05
6.22220353E-01  2.37801018E+06  7.12931987E+05
6.22538869E-01  3.62702673E+06  7.17367316E+05
6.22857385E-01  2.23247330E+06  7.04037649E+05
6.23175900E-01  3.97718727E+06  7.14828053E+05
6.23494416E-01  3.60414912E+06  7.16263814E+05
6.23812932E-01  3.78966628E+06  7.15277839E+05
6.24131447E-01  3.60504241E+06  7.12259686E+05
6.24449963E-01  2.59716292E+06  7.11105263E+05
6.24768479E-01  2.01214241E+06  7.05878919E+05
6.25086994E-01  2.82321563E+06  7.17015817E+05
6.25405510E-01  9.82515193E+05  7.06800297E+05
6.25724026E-01  2.95986801E+06  7.06902442E+05
6.26042541E-01  3.99314559E+06  7.18592752E+05
6.26361057E-01  1.98731891E+06  7.10596627E+05
6.26679573E-01  1.87365035E+06  7.10743199E+05
6.26998088E-01  2.05584548E+06  7.10783755E+05
6.27316604E-01  2.48321913E+06  7.11503448E+05
6.27635120E-01  2.59612478E+06  7.14747809E+05
6.27953635E-01  1.22277345E+06  7.04708794E+05
6.28272151E-01  2.14205414E+06  7.07738311E+05
6.28590667E-01  2.81538373E+06  7.13543867E+05
6.28909182E-01  2.67694481E+06  7.15228588E+05
6.29227698E-01  4.08162367E+06  7.17624104E+05
6.29546214E-01  2.09264375E+06  7.09496015E+05
6.29864729E-01  1.20500927E+06  7.10084552E+05
6.30183245E-01  2.58120944E+06  7.11240388E+05
6.30501761E-01  3.97743353E+06  7.15496099E+05
6.30820276E-01  3.80088297E+06  7.12950523E+05
6.31138792E-01  4.14436082E+06  7.14538557E+05
6.31457308E-01  2.96525183E+06  7.13732772E+05
6.31775823E-01  3.45179918E+06  7.16042418E+05
6.32094339E-01  3.40706763E+06  7.12425226E+05
6.32412855E-01  2.12126247E+06  7.15160730E+05
6.32731370E-01  2.10126268E+06  7.14668332E+05
6.33049886E-01  2.52769477E+06  7.14697862E+05
6.33368402E-01  2.45458592E+06  7.12414772E+05
6.33686917E-01  2.58800319E+06  7.07831814E+05
6.34005433E-01  2.12164876E+06  7.13862663E+05
6.34323949E-01  1.76438060E+06  7.14869690E+05
6.34642464E-01  2.72258895E+06  7.11006678E+05
6.34960980E-01  1.88671154E+06  7.11127605E+05
6.35279496E-01  2.72927647E+06  7.13740664E+05
6.35598011E-01  3.20366558E+06  7.17073976E+05
6.35916527E-01  7.02238034E+05  7.06787231E+05
6.36235043E-01  3.30008178E+06  7.16039991E+05
6.36553558E-01  2.82143389E+06  7.17603172E+05
6.36872074E-01  1.98658980E+06  7.14024929E+05
6.37190590E-01  3.74946873E+06  7.13070136E+05
6.37509105E-01  2.22339083E+06  7.13022210E+05
6.37827621E-01  2.40249086E+06  7.18520629E+05
6.38146137E-01  2.35979695E+06  7.16702659E+05
6.38464652E-01  3.70062326E+06  7.16487349E+05
6.38783168E-01  3.72191228E+06  7.19947383E+05
6.39101684E-01  3.46774784E+06  7.08440784E+05
6.39420199E-01  2.78704024E+06  7.18043540E+05
6.39738715E-01  3.48899338E+06  7.09562643E+05
6.40057231E-01  3.11070178E+06  7.14714340E+05
6.40375746E-01  3.16180701E+06  7.17571173E+05
6.40694262E-01  2.00055875E+06  7.16380914E+05
6.41012778E-01  3.27876861E+06  7.13434597E+05
6.41331293E-01  2.96618855E+06  7.13772906E+05
6.41649809E-01  2.70118888E+06  7.16885464E+05
6.41968325E-01  3.22658663E+06  7.16988999E+05
6.42286840E-01  1.97009069E+06  7.11902760E+05
6.42605356E-01  2.88030339E+06  7.14894051E+05
6.42923872E-01  2.94503957E+06  7.18803869E+05
6.43242387E-01  2.55512086E+06  7.16441406E+05
6.43560903E-01  2.68544303E+06  7.13677249E+05
6.43879419E-01  2.34361653E+06  7.12277488E+05
6.44197934E-01  3.29050196E+06  7.20946530E+05
6.44516450E-01  1.39192670E+06  7.11168891E+05
6.44834966E-01  2.22741782E+06  7.14540031E+05
6.45153481E-01  3.04358515E+06  7.13378293E+05
6.45471997E-01  1.06781610E+06  7.12855361E+05
6.45790513E-01  1.85175778E+06  7.11258918E+05
6.46109028E-01  2.68607074E+06  7.10744309E+05
6.46427544E-01  1.18114665E+06  7.13224513E+05
6.46746060E-01  1.49226366E+06  7.11977209E+05
6.47064575E-01  4.15457801E+06  7.23596135E+05
6.47383091E-01  2.77849856E+06  7.15584093E+05
6.47701607E-01  2.86796650E+06  7.14395540E+05
6.48020122E-01  2.38558615E+06  7.10516461E+05
6.48338638E-01  1.71082249E+06  7.13463487E+05
6.48657154E-01  2.96151937E+06  7.16178693E+05
6.48975669E-01  2.94672473E+06  7.15052290E+05
6.49294185E-01  1.31491639E+06  7.10047303E+05
6.49612701E-01  1.33881282E+06  7.16503664E+05
6.49931216E-01  1.82713224E+06  7.10947666E+05
6.50249732E-01  2.02092069E+06  7.13008424E+05
6.50568248E-01  2.77381971E+06  7.18327447E+05
6.50886763E-01  1.62868910E+06  7.16356578E+05
6.51205279E-01  2.85319600E+06  7.16530048E+05
6.51523795E-01  1.42887465E+06  7.13485811E+05
6.51842310E-01  2.60573839E+06  7.19110875E+05
6.52160826E-01  1.42323010E+06  7.16030163E+05
6.52479342E-01  3.40868520E+06  7.17840408E+05
6.52797857E-01  2.52570060E+06  7.19625633E+05
6.53116373E-01  2.44064111E+06  7.16815075E+05
6.53434889E-01  3.34946803E+06  7.20829209E+05
6.53753404E-01  3.38585105E+06  7.33994229E+05
6.54071920E-01  2.61661709E+06  7.46576073E+05
6.54390436E-01  1.19591714E+06  7.48773165E+05
6.54708951E-01  2.45048650E+06  7.60528728E+05
6.55027467E-01  1.98151984E+06  7.63414829E+05
6.55345983E-01  4.04566557E+06  7.74154901E+05
6.55664498E-01  1.86720426E+06  7.75924611E+05
6.55983014E-01  2.13754429E+06  7.84376511E+05
6.56301530E-01  1.39054575E+06  7.86407888E+05
6.56620045E-01  3.16248783E+06  7.97046291E+05
6.56938561E-01  1.85495909E+06  7.94399507E+05
6.57257077E-01  2.89172771E+06  8.06745034E+05
6.57575592E-01  3.11088044E+06  8.06131856E+05
6.57894108E-01  3.61995775E+06  8.18543339E+05
6.58212624E-01  1.75717159E+06  8.16376867E+05
6.58531139E-01  2.35916924E+06  8.23565784E+05
6.58849655E-01  3.65730165E+06  8.22777857E+05
6.59168171E-01  1.85697260E+06  8.24232454E+05
6.59486686E-01  2.87936183E+06  8.34390916E+05
6.59805202E-01  1.05041406E+06  8.30612869E+05
6.60123718E-01  1.75392199E+06  8.38352659E+05
6.60442233E-01  7.44120749E+05  8.33109971E+05
6.60760749E-01  1.95283351E+06  8.46992765E+05
6.61079265E-01  2.15365712E+06  8.51324731E+05
6.61397780E-01  2.14301985E+06  8.52810215E+05
6.61716296E-01  2.54716343E+06  8.53310899E+05
6.62034812E-01  3.47183277E+06  8.61730808E+05
6.62353327E-01  2.14710480E+06  8.69766180E+05
6.62671843E-01  3.51659329E+06  8.67647579E+05
6.62990359E-01  3.80436434E+06  8.71952193E+05
6.63308874E-01  2.89504491E+06  8.87632711E+05
6.63627390E-01  1.22062476E+06  8.76342382E+05
6.63945906E-01  7.36313006E+05  8.69590511E+05
6.64264421E-01  6.35338676E+04  8.71520998E+05
6.64582937E-01  8.98537307E+05  8.87286535E+05
6.64901453E-01  1.95156361E+06  8.98880389E+05
6.65219968E-01  1.76851866E+06  8.99333221E+05
6.65538484E-01  1.71056175E+06  8.90466015E+05
6.65857000E-01  2.29555812E+06  9.05398559E+05
6.66175515E-01  2.91813980E+06  9.25611420E+05
6.66494031E-01  9.15499952E+05  9.06268482E+05
6.66812547E-01  7.52763826E+05  9.05231082E+05
6.67131062E-01  1.46245229E+06  9.23599852E+05
6.67449578E-01  7.13329178E+05  9.12922760E+05
6.67768094E-01  2.50255260E+06  9.24781707E+05
6.68086609E-01  2.97888278E+06  9.29973322E+05
6.68405125E-01  2.58484049E+06  9.31865191E+05
